purchase_id,sales_person_id,country_id,product_id,purchase_date,amount,boxes_shipped
P000000608,23,5,7,2022-08-22,5621,140
P000000609,1,3,4,2022-02-25,10486,198
P000000610,4,3,15,2022-02-22,17626,103
P000000611,5,4,14,2022-12-01,4494,187
P000000612,7,1,6,2022-05-25,105,125
P000000613,21,2,20,2022-01-02,2464,8
P000000614,8,1,11,2022-04-27,1379,70
P000000615,3,5,20,2022-07-22,2583,126
P000000616,15,4,15,2022-01-26,3220,265
P000000617,15,5,15,2022-08-24,4802,296
P000000618,23,4,12,2022-01-18,5677,21
P000000619,11,2,3,2022-03-30,945,83
P000000620,25,3,8,2022-01-17,8757,162
P000000621,21,5,12,2022-02-17,4816,145
P000000622,21,6,18,2022-08-04,7532,44
P000000623,3,6,10,2022-06-07,3549,82
P000000624,16,2,12,2022-04-04,4340,226
P000000625,4,4,17,2022-02-03,1799,207
P000000626,3,4,19,2022-09-08,1127,176
P000000627,18,3,14,2022-09-06,10038,286
P000000628,25,1,8,2022-02-06,2926,300
P000000629,2,5,12,2022-05-07,6279,235
P000000630,20,6,11,2022-11-08,308,125
P000000631,23,2,9,2022-11-02,3500,145
P000000632,21,4,21,2022-11-08,658,65
P000000633,14,3,10,2022-12-05,12565,102
P000000634,19,5,14,2022-07-15,5012,93
P000000635,20,2,17,2022-01-18,3955,134
P000000636,23,1,12,2022-05-01,8512,189
P000000637,15,3,1,2022-06-29,504,232
P000000638,7,6,19,2022-06-14,2800,45
P000000639,6,2,15,2022-08-08,4256,67
P000000640,18,2,15,2022-03-23,13573,138
P000000641,9,2,8,2022-04-01,6566,99
P000000642,7,2,14,2022-02-22,13503,251
P000000643,13,1,21,2022-02-17,8680,252
P000000644,9,5,6,2022-03-02,385,78
P000000645,2,6,19,2022-03-17,1267,130
P000000646,19,3,7,2022-01-25,2961,154
P000000647,7,3,14,2022-07-27,1981,52
P000000648,16,3,12,2022-01-28,7959,53
P000000649,23,3,17,2022-05-07,10794,50
P000000650,2,2,22,2022-03-15,1897,44
P000000651,6,6,5,2022-04-08,2744,200
P000000652,4,5,12,2022-06-27,4382,361
P000000653,4,6,5,2022-07-13,4515,172
P000000654,9,4,13,2022-02-24,5474,239
P000000655,11,4,3,2022-06-28,6069,55
P000000656,5,3,3,2022-06-30,6944,27
P000000657,15,6,9,2022-08-18,5859,7
P000000658,17,2,2,2022-01-24,12173,301
P000000659,13,5,22,2022-11-03,5292,134
P000000660,25,4,5,2022-06-23,5705,350
P000000661,16,2,21,2022-08-22,2492,33
P000000662,6,6,1,2022-04-01,3024,23
P000000663,15,2,14,2022-05-04,3437,201
P000000664,13,2,14,2022-04-15,1869,323
P000000665,16,3,22,2022-11-05,3171,220
P000000666,20,6,13,2022-07-21,4858,488
P000000667,4,4,16,2022-11-02,1225,84
P000000668,20,6,20,2022-08-07,1155,79
P000000669,6,1,19,2022-11-08,6811,344
P000000670,16,4,5,2022-04-08,6433,7
P000000671,20,4,16,2022-06-14,8169,88
P000000672,18,1,7,2022-01-17,2275,275
P000000673,1,6,16,2022-06-23,3857,512
P000000674,1,1,20,2022-08-24,1463,113
P000000675,20,1,8,2022-07-06,7924,275
P000000676,4,1,22,2022-06-22,8799,47
P000000677,24,5,12,2022-07-13,2898,276
P000000678,21,1,9,2022-05-24,9506,212
P000000679,6,4,5,2022-09-08,7175,145
P000000680,17,6,3,2022-06-04,1729,31
P000000681,4,4,13,2022-07-28,1589,271
P000000682,6,4,19,2022-08-24,630,52
P000000683,2,3,4,2022-01-17,112,128
P000000684,15,5,10,2022-07-02,5187,142
P000000685,7,3,21,2022-09-05,6223,256
P000000686,10,4,3,2022-06-06,7714,106
P000000687,19,5,9,2022-06-06,9457,6
P000000688,13,4,17,2022-05-24,6678,226
P000000689,6,1,1,2022-01-13,2107,121
P000000690,12,5,19,2022-05-23,6069,151
P000000691,1,1,22,2022-06-29,1862,284
P000000692,1,4,3,2022-11-03,6972,89
P000000693,24,5,3,2022-04-25,10220,508
P000000694,8,3,20,2022-05-30,3969,243
P000000695,15,2,13,2022-05-23,1547,170
P000000696,10,5,18,2022-05-23,1162,18
P000000697,2,6,18,2022-06-24,6342,282
P000000698,21,4,20,2022-11-03,10633,277
P000000699,8,5,20,2022-07-27,15057,212
P000000700,8,5,22,2022-08-16,4704,126
P000000701,14,6,20,2022-07-03,9338,11
P000000702,15,4,5,2022-05-04,7959,30
P000000703,22,2,3,2022-04-05,9023,51
P000000704,25,5,9,2022-04-01,14525,92
P000000705,12,3,7,2022-01-13,5810,101
P000000706,19,4,12,2022-11-07,6426,98
P000000707,17,3,15,2022-05-17,4403,159
P000000708,22,4,18,2022-07-21,1582,62
P000000709,15,6,17,2022-02-22,791,22
P000000710,4,2,4,2022-05-23,9100,187
P000000711,8,6,10,2022-12-07,9884,200
P000000712,4,1,16,2022-06-15,3780,201
P000000713,9,4,1,2022-06-23,4557,308
P000000714,15,3,11,2022-03-25,5796,55
P000000715,4,2,8,2022-04-07,84,153
P000000716,20,1,22,2022-12-05,9037,101
P000000717,22,4,19,2022-04-04,4746,137
P000000718,23,3,16,2022-04-15,6713,398
P000000719,14,6,11,2022-08-03,6237,88
P000000720,11,2,22,2022-01-17,7483,232
P000000721,19,2,15,2022-08-22,1309,51
P000000722,20,1,4,2022-07-25,1155,66
P000000723,12,1,1,2022-06-14,2989,124
P000000724,25,2,9,2022-05-04,9625,78
P000000725,23,1,19,2022-08-26,7357,341
P000000726,19,3,1,2022-03-08,10031,114
P000000727,3,6,22,2022-11-07,6587,4
P000000728,19,4,11,2022-11-03,3311,22
P000000729,7,1,18,2022-10-01,15330,30
P000000730,14,1,7,2022-04-04,14028,351
P000000731,11,3,1,2022-01-17,6678,708
P000000732,12,4,17,2022-08-07,8624,50
P000000733,4,1,17,2022-12-04,1197,356
P000000734,8,6,12,2022-08-24,483,185
P000000735,25,1,9,2022-07-06,1687,236
P000000736,6,6,6,2022-07-28,1309,30
P000000737,16,5,4,2022-02-21,9534,111
P000000738,18,6,15,2022-08-04,1694,289
P000000739,7,1,13,2022-06-28,70,103
P000000740,2,1,7,2022-03-24,2443,20
P000000741,9,3,8,2022-07-29,2933,55
P000000742,18,5,11,2022-05-25,2044,90
P000000743,3,3,19,2022-03-30,6524,303
P000000744,18,5,17,2022-07-18,12656,126
P000000745,13,6,16,2022-10-05,8722,109
P000000746,10,3,9,2022-03-18,15750,92
P000000747,25,2,8,2022-06-15,6839,56
P000000748,2,6,1,2022-12-05,13685,58
P000000749,21,4,7,2022-06-23,2912,110
P000000750,13,2,21,2022-04-21,3339,171
P000000751,3,3,6,2022-08-17,910,117
P000000752,8,4,11,2022-07-02,19481,51
P000000753,21,6,20,2022-03-17,8099,118
P000000754,4,2,7,2022-01-08,13727,79
P000000755,1,3,14,2022-03-18,8659,29
P000000756,3,6,12,2022-06-14,5782,103
P000000757,13,1,11,2022-04-22,8463,155
P000000758,12,4,11,2022-01-18,4914,31
P000000759,16,3,4,2022-08-26,3087,128
P000000760,6,4,12,2022-10-06,9205,419
P000000761,15,6,2,2022-01-31,2303,7
P000000762,21,4,13,2022-08-04,1358,106
P000000763,24,3,7,2022-07-06,3605,68
P000000764,9,3,3,2022-10-02,8498,44
P000000765,13,3,1,2022-05-16,700,457
P000000766,6,2,7,2022-03-18,2191,524
P000000767,2,3,1,2022-07-13,644,137
P000000768,5,5,13,2022-07-25,4340,86
P000000769,2,6,9,2022-08-19,2282,296
P000000770,11,6,2,2022-06-24,7714,597
P000000771,21,6,12,2022-06-20,826,149
P000000772,22,2,4,2022-02-08,203,207
P000000773,23,4,2,2022-02-22,13356,93
P000000774,10,4,16,2022-01-02,6510,23
P000000775,4,6,2,2022-02-14,5894,305
P000000776,21,3,14,2022-02-24,7910,125
P000000777,18,2,16,2022-03-18,784,129
P000000778,16,1,11,2022-08-30,1750,252
P000000779,3,5,18,2022-09-05,280,75
P000000780,19,5,20,2022-01-18,504,87
P000000781,15,2,22,2022-04-07,7154,342
P000000782,5,4,21,2022-03-06,1617,13
P000000783,13,4,18,2022-02-23,10822,30
P000000784,24,4,4,2022-09-05,10724,203
P000000785,21,2,2,2022-06-06,3640,106
P000000786,21,2,10,2022-04-07,7532,234
P000000787,7,4,10,2022-06-06,1582,100
P000000788,24,3,6,2022-05-13,1456,91
P000000789,19,4,17,2022-01-31,2016,277
P000000790,25,4,8,2022-06-30,7588,42
P000000791,9,6,13,2022-08-25,3402,249
P000000792,3,4,20,2022-10-01,700,97
P000000793,7,5,13,2022-08-22,1904,8
P000000794,14,4,3,2022-04-14,4844,275
P000000795,5,1,20,2022-05-31,9625,313
P000000796,5,1,19,2022-08-04,4599,323
P000000797,14,5,10,2022-02-21,3003,155
P000000798,20,3,13,2022-03-30,9744,377
P000000799,10,2,19,2022-02-03,1400,2
P000000800,1,5,16,2022-07-28,364,170
P000000801,17,4,2,2022-03-24,7231,38
P000000802,15,3,5,2022-11-08,63,105
P000000803,16,1,6,2022-05-17,8309,166
P000000804,17,6,9,2022-05-18,3164,164
P000000805,14,1,18,2022-08-17,5691,171
P000000806,25,4,11,2022-04-04,490,49
P000000807,7,2,3,2022-09-08,18032,205
P000000808,7,4,17,2022-01-17,637,313
P000000809,20,6,22,2022-02-14,4067,29
P000000810,3,4,16,2022-05-16,8204,307
P000000811,25,6,20,2022-03-16,9870,121
P000000812,16,6,2,2022-01-31,5131,285
P000000813,9,6,17,2022-10-03,1141,205
P000000814,5,1,17,2022-06-30,7980,157
P000000815,2,4,11,2022-01-03,5229,182
P000000816,10,1,10,2022-05-27,3423,100
P000000817,5,1,14,2022-11-07,6468,223
P000000818,11,4,15,2022-02-03,4326,61
P000000819,1,5,19,2022-04-03,7154,133
P000000820,21,1,3,2022-06-23,3997,228
P000000821,21,5,6,2022-01-27,5180,233
P000000822,12,6,16,2022-01-14,2723,425
P000000823,18,2,12,2022-07-29,952,24
P000000824,7,6,20,2022-05-13,5691,495
P000000825,9,6,7,2022-03-02,10969,170
P000000826,7,2,20,2022-05-27,5964,26
P000000827,4,3,10,2022-02-18,2821,24
P000000828,7,2,21,2022-01-28,1302,33
P000000829,2,1,11,2022-06-29,5474,109
P000000830,19,2,8,2022-01-13,4179,276
P000000831,1,1,5,2022-06-27,1946,164
P000000832,9,6,22,2022-03-29,4291,1
P000000833,6,2,17,2022-03-06,7196,160
P000000834,10,6,20,2022-03-21,1939,98
P000000835,10,2,11,2022-12-04,10437,46
P000000836,8,3,19,2022-01-19,6916,259
P000000837,11,1,1,2022-06-04,3647,310
P000000838,17,3,1,2022-02-08,8995,78
P000000839,3,3,11,2022-12-04,7252,136
P000000840,5,2,10,2022-07-21,16380,130
P000000841,2,4,7,2022-03-22,9660,24
P000000842,16,2,18,2022-09-05,4522,5
P000000843,20,3,7,2022-09-08,329,109
P000000844,23,6,9,2022-07-20,3458,294
P000000845,7,2,2,2022-04-14,4641,413
P000000846,1,6,22,2022-01-25,4627,136
P000000847,20,3,6,2022-04-25,3192,175
P000000848,24,6,5,2022-01-17,252,237
P000000849,11,5,11,2022-08-15,868,125
P000000850,11,6,12,2022-02-06,210,16
P000000851,6,5,3,2022-06-30,7007,135
P000000852,24,4,19,2022-10-02,5845,91
P000000853,12,6,8,2022-02-23,1372,614
P000000854,18,2,17,2022-01-27,8428,216
P000000855,22,1,15,2022-05-26,4977,317
P000000856,7,5,2,2022-04-14,1694,21
P000000857,23,3,4,2022-01-08,4326,154
P000000858,10,3,11,2022-08-22,9527,222
P000000859,12,2,4,2022-07-22,10766,157
P000000860,16,5,12,2022-04-28,1288,27
P000000861,21,3,6,2022-05-30,4879,350
P000000862,25,5,14,2022-07-21,2408,157
P000000863,4,1,8,2022-02-08,3094,468
P000000864,7,4,2,2022-06-15,7231,130
P000000865,5,2,3,2022-05-07,8981,130
P000000866,17,4,20,2022-12-04,7,518
P000000867,3,3,2,2022-08-18,1372,105
P000000868,4,1,1,2022-12-01,5250,293
P000000869,6,6,22,2022-11-08,7560,15
P000000870,1,3,21,2022-01-13,5012,384
P000000871,16,1,7,2022-04-29,3038,135
P000000872,8,4,5,2022-07-07,1099,92
P000000873,23,4,15,2022-11-03,7413,4
P000000874,23,1,2,2022-02-16,5397,239
P000000875,9,3,17,2022-07-01,2303,33
P000000876,13,4,10,2022-12-01,1141,518
P000000877,13,2,11,2022-09-06,10325,147
P000000878,20,2,11,2022-05-16,2149,84
P000000879,3,1,3,2022-06-23,12362,94
P000000880,14,1,19,2022-01-28,12635,194
P000000881,24,1,15,2022-07-14,2443,216
P000000882,9,6,10,2022-04-18,6237,247
P000000883,5,5,14,2022-06-14,1736,79
P000000884,5,1,16,2022-04-15,7315,237
P000000885,15,6,18,2022-05-19,4935,63
P000000886,3,2,22,2022-04-13,1393,172
P000000887,16,6,9,2022-08-15,3381,408
P000000888,19,2,9,2022-08-22,2933,233
P000000889,19,4,7,2022-04-22,3836,59
P000000890,17,1,9,2022-03-08,8022,123
P000000891,18,4,17,2022-04-01,371,229
P000000892,21,6,5,2022-01-13,16702,198
P000000893,2,3,7,2022-11-05,13258,32
P000000894,16,4,18,2022-02-16,2058,236
P000000895,17,1,8,2022-05-20,10192,67
P000000896,1,1,10,2022-03-02,7140,438
P000000897,13,2,13,2022-06-05,9835,167
P000000898,6,1,9,2022-06-30,5775,135
P000000899,6,1,20,2022-03-22,749,148
P000000900,22,6,16,2022-02-17,7770,54
P000000901,1,1,3,2022-07-07,5502,64
P000000902,5,1,2,2022-03-16,6223,181
P000000903,21,1,4,2022-12-08,3507,114
P000000904,3,4,5,2022-01-21,5600,181
P000000905,5,3,1,2022-06-05,721,151
P000000906,5,6,1,2022-06-24,6615,137
P000000907,9,5,22,2022-05-05,7420,163
P000000908,8,4,4,2022-03-25,3164,84
P000000909,15,3,8,2022-02-14,9114,140
P000000910,15,4,3,2022-12-05,5404,187
P000000911,9,4,20,2022-01-25,3990,169
P000000912,25,1,3,2022-06-28,14924,12
P000000913,18,3,10,2022-07-13,7091,194
P000000914,14,5,14,2022-05-16,2807,252
P000000915,4,2,5,2022-03-14,6496,168
P000000916,6,5,5,2022-08-15,3738,261
P000000917,25,2,16,2022-02-16,1190,256
P000000918,10,1,13,2022-06-15,8379,43
P000000919,9,3,19,2022-05-27,9268,100
P000000920,19,5,10,2022-06-14,1029,98
P000000921,19,2,11,2022-02-25,3549,76
P000000922,19,2,5,2022-04-08,12026,262
P000000923,21,2,4,2022-06-28,2303,244
P000000924,6,6,21,2022-05-04,13405,12
P000000925,23,6,18,2022-05-07,14763,113
P000000926,17,4,11,2022-01-20,12894,48
P000000927,25,4,10,2022-02-16,8302,131
P000000928,15,1,10,2022-12-07,455,174
P000000929,21,2,19,2022-06-16,8183,254
P000000930,24,3,9,2022-04-13,1645,284
P000000931,17,1,1,2022-02-21,3143,67
P000000932,14,6,9,2022-11-05,5873,249
P000000933,25,2,1,2022-04-15,11298,313
P000000934,5,6,18,2022-07-06,12425,167
P000000935,5,1,22,2022-06-27,1715,286
P000000936,9,2,5,2022-07-29,8190,109
P000000937,19,6,20,2022-02-06,4991,166
P000000938,8,2,15,2022-01-26,15491,85
P000000939,8,6,4,2022-02-03,5096,142
P000000940,2,3,2,2022-10-01,7063,104
P000000941,13,5,2,2022-06-27,2275,115
P000000942,9,6,16,2022-06-30,7602,18
P000000943,14,3,3,2022-08-07,4200,80
P000000944,5,2,21,2022-08-06,11137,88
P000000945,4,1,13,2022-08-18,3388,212
P000000946,17,3,5,2022-08-04,6832,306
P000000947,19,6,12,2022-08-08,3437,181
P000000948,19,1,14,2022-08-26,301,65
P000000949,5,6,12,2022-01-14,1869,158
P000000950,18,5,7,2022-11-08,17465,271
P000000951,23,5,6,2022-05-31,10143,24
P000000952,2,4,1,2022-11-07,3626,10
P000000953,11,6,8,2022-02-03,3346,304
P000000954,23,3,19,2022-07-13,6321,88
P000000955,8,1,21,2022-03-08,9345,133
P000000956,15,1,18,2022-01-03,15008,165
P000000957,21,4,22,2022-04-13,7609,150
P000000958,13,6,12,2022-02-14,10332,180
P000000959,10,2,22,2022-07-26,819,213
P000000960,7,1,10,2022-01-27,5754,133
P000000961,1,2,18,2022-04-14,28,446
P000000962,5,5,6,2022-05-19,6440,141
P000000963,16,2,11,2022-09-02,4956,58
P000000964,7,1,21,2022-05-25,2352,58
P000000965,5,3,13,2022-01-26,3906,76
P000000966,13,2,22,2022-04-07,1813,296
P000000967,25,2,6,2022-04-13,11788,73
P000000968,3,3,20,2022-01-25,5768,119
P000000969,22,5,3,2022-04-25,2401,78
P000000970,22,5,11,2022-10-06,4515,392
P000000971,23,4,22,2022-08-22,10794,51
P000000972,2,2,5,2022-06-27,13706,207
P000000973,16,2,16,2022-06-30,4361,40
P000000974,1,2,6,2022-08-30,10122,100
P000000975,11,3,19,2022-08-23,994,57
P000000976,22,4,4,2022-08-26,2268,42
P000000977,3,3,16,2022-09-03,574,156
P000000978,21,1,10,2022-04-20,1792,23
P000000979,10,6,8,2022-10-06,4844,539
P000000980,16,3,17,2022-08-02,938,158
P000000981,7,3,22,2022-08-25,4879,22
P000000982,24,2,18,2022-02-16,9107,73
P000000983,18,1,4,2022-05-30,12187,27
P000000984,3,4,1,2022-06-29,5670,64
P000000985,3,5,14,2022-06-16,476,133
P000000986,7,1,8,2022-04-03,2681,149
P000000987,15,4,18,2022-03-15,1533,434
P000000988,15,4,1,2022-01-27,9765,85
P000000989,13,6,10,2022-05-07,994,118
P000000990,9,5,8,2022-03-29,3318,299
P000000991,10,6,6,2022-12-05,4214,35
P000000992,5,5,10,2022-11-03,7714,44
P000000993,7,4,11,2022-11-07,4690,299
P000000994,6,4,9,2022-01-08,13062,62
P000000995,6,1,21,2022-02-16,12488,200
P000000996,15,5,5,2022-04-13,14147,235
P000000997,5,2,9,2022-02-14,49,363
P000000998,25,3,18,2022-03-14,10199,68
P000000999,5,3,21,2022-04-26,11389,26
P000001000,1,6,13,2022-05-04,3584,200
P000001001,22,6,10,2022-03-03,12481,264
P000001002,17,5,21,2022-06-13,2107,175
P000001003,12,4,2,2022-02-14,8603,352
P000001004,14,4,4,2022-04-18,7483,183
P000001005,5,4,3,2022-01-02,3381,417
P000001006,24,4,16,2022-04-08,2030,146
P000001007,20,4,6,2022-05-04,6559,158
P000001008,11,3,4,2022-01-26,10822,168
P000001009,17,1,5,2022-01-21,18697,176
P000001010,17,6,5,2022-08-22,5845,172
P000001011,17,1,10,2022-01-27,2317,224
P000001012,8,1,1,2022-02-16,10150,68
P000001013,24,5,19,2022-03-01,3437,46
P000001014,11,5,22,2022-08-24,4592,2
P000001015,5,5,21,2022-07-02,5691,417
P000001016,10,3,20,2022-11-02,4158,109
P000001017,17,6,17,2022-03-29,5684,81
P000001018,12,5,18,2022-06-15,693,350
P000001019,18,1,20,2022-04-26,546,142
P000001020,7,3,17,2022-07-15,4263,264
P000001021,13,2,17,2022-06-23,1036,20
P000001022,18,3,7,2022-11-01,13846,421
P000001023,13,1,1,2022-09-02,2499,271
P000001024,2,1,6,2022-06-06,10689,204
P000001025,24,1,8,2022-10-08,5768,235
P000001026,19,3,20,2022-04-01,2226,46
P000001027,20,6,2,2022-08-04,10262,15
P000001028,9,1,14,2022-02-03,3864,430
P000001029,2,6,10,2022-06-15,4900,709
P000001030,1,3,5,2022-02-14,5250,47
P000001031,16,1,5,2022-05-07,3507,380
P000001032,9,2,15,2022-12-01,7413,465
P000001033,15,2,15,2022-03-03,8155,96
P000001034,1,4,14,2022-05-18,2478,188
P000001035,6,2,8,2022-07-28,2471,202
P000001036,15,1,13,2022-07-02,1666,106
P000001037,20,2,16,2022-05-30,301,421
P000001038,10,3,19,2022-04-25,8400,27
P000001039,13,6,3,2022-02-16,6139,45
P000001040,21,3,10,2022-04-05,1288,60
P000001041,2,6,2,2022-02-06,7077,77
P000001042,18,5,8,2022-11-07,2317,464
P000001043,13,4,21,2022-07-06,63,60
P000001044,4,1,6,2022-06-07,9744,157
P000001045,16,2,19,2022-06-15,9954,154
P000001046,24,2,15,2022-04-14,1260,239
P000001047,22,2,10,2022-08-08,469,163
P000001048,12,1,10,2022-03-29,973,28
P000001049,14,3,17,2022-04-07,3647,76
P000001050,25,2,4,2022-02-16,455,96
P000001051,8,6,21,2022-02-05,2520,156
P000001052,2,2,11,2022-07-21,10500,106
P000001053,6,3,4,2022-08-18,7952,235
P000001054,17,5,3,2022-06-22,483,259
P000001055,22,1,18,2022-07-19,4872,126
P000001056,23,1,18,2022-12-08,7756,85
P000001057,23,5,9,2022-07-06,5446,132
P000001058,12,6,18,2022-08-03,6594,91
P000001059,25,3,9,2022-08-04,1470,167
P000001060,15,6,11,2022-06-05,721,203
P000001061,14,2,10,2022-05-31,4494,11
P000001062,2,3,15,2022-01-13,2674,295
P000001063,18,5,2,2022-03-15,658,77
P000001064,20,6,18,2022-02-16,1127,319
P000001065,3,5,2,2022-01-14,7364,196
P000001066,8,3,22,2022-03-21,6818,102
P000001067,14,6,10,2022-05-17,6776,312
P000001068,22,4,3,2022-08-08,15099,55
P000001069,23,6,14,2022-04-26,3612,82
P000001070,23,3,2,2022-04-15,3710,260
P000001071,5,6,11,2022-05-19,6111,591
P000001072,18,6,10,2022-10-01,2702,24
P000001073,10,4,5,2022-04-05,483,228
P000001074,14,6,22,2022-05-04,5887,268
P000001075,20,2,5,2022-01-17,952,68
P000001076,14,2,21,2022-03-22,10647,173
P000001077,24,3,22,2022-05-07,6055,93
P000001078,5,6,16,2022-04-27,8757,338
P000001079,17,6,6,2022-12-08,6055,73
P000001080,4,1,7,2022-11-03,721,251
P000001081,1,1,12,2022-05-13,8589,229
P000001082,18,5,20,2022-12-05,11781,91
P000001083,7,5,19,2022-12-01,672,194
P000001084,23,4,14,2022-03-29,12558,403
P000001085,14,2,1,2022-03-14,8337,12
P000001086,9,4,4,2022-05-24,8134,195
P000001087,18,6,17,2022-01-28,8491,75
P000001088,13,2,6,2022-05-24,3066,96
P000001089,7,3,18,2022-08-19,301,205
P000001090,11,3,21,2022-05-17,4410,323
P000001091,1,5,22,2022-07-06,6559,119
P000001092,25,6,17,2022-07-26,574,217
P000001093,24,2,11,2022-07-28,2086,384
P000001094,11,2,2,2022-05-23,5075,344
P000001095,1,1,15,2023-04-01,5902.13,178
P000001096,2,2,3,2023-01-08,8074.39,100
P000001097,3,2,18,2023-07-07,4666.18,100
P000001098,4,3,18,2023-04-27,14103.4,350
P000001099,1,1,18,2023-02-24,14167.84,178
P000001100,2,2,20,2023-06-06,5768.75,37
P000001101,5,1,4,2023-01-25,14673.2,175
P000001102,6,3,5,2023-03-24,3249.23,78
P000001103,1,4,1,2023-04-20,4526.24,64
P000001104,7,3,4,2023-04-07,3166.56,98
P000001105,8,1,20,2023-01-13,4866.39,65
P000001106,9,5,16,2023-10-03,4254.37,12
P000001107,10,6,11,2023-01-13,1652.61,277
P000001108,11,4,10,2023-07-28,171.49,163
P000001109,12,4,18,2023-03-08,8549.84,169
P000001110,13,3,17,2023-01-26,7807.74,355
P000001111,2,6,17,2023-02-14,4561.43,44
P000001112,14,5,20,2023-05-04,3041.12,148
P000001113,13,6,14,2023-02-16,9786.09,248
P000001114,15,1,3,2023-08-06,1131.25,175
P000001115,7,3,11,2023-06-27,7484.07,94
P000001116,6,5,21,2023-02-17,1339.61,166
P000001117,12,5,5,2023-05-30,5481.18,159
P000001118,16,1,10,2023-03-14,3275.4,120
P000001119,17,3,11,2023-02-28,7677.78,118
P000001120,11,2,12,2023-01-26,189.37,315
P000001121,14,6,21,2023-09-02,1658.79,193
P000001122,16,5,11,2023-07-07,4168.93,122
P000001123,18,4,22,2023-05-07,10604.89,165
P000001124,18,4,13,2023-06-15,5773.51,325
P000001125,2,4,3,2023-05-24,1838.78,121
P000001126,8,1,4,2023-06-29,12643.1,150
P000001127,19,3,13,2023-11-05,4439.52,95
P000001128,11,1,6,2023-06-30,7698.6,126
P000001129,20,6,5,2023-11-05,2222.3,77
P000001130,14,5,13,2023-07-22,10959.02,302
P000001131,20,1,1,2023-08-24,2854.85,337
P000001132,21,4,5,2023-07-07,147.82,74
P000001133,22,3,3,2023-05-19,3790.51,14
P000001134,11,2,13,2023-04-07,2487.19,583
P000001135,21,5,5,2023-02-06,1021.27,17
P000001136,11,5,19,2023-04-15,15370.06,353
P000001137,10,6,9,2023-11-07,5345.58,250
P000001138,20,2,21,2023-02-23,6559.44,154
P000001139,23,6,6,2023-08-22,8282.93,107
P000001140,17,5,18,2023-02-16,6981.4,189
P000001141,2,5,1,2023-01-13,10280.17,155
P000001142,15,3,14,2023-02-14,7703.62,20
P000001143,14,2,11,2023-10-06,4489.81,310
P000001144,15,2,12,2023-07-07,5806.11,190
P000001145,15,6,6,2023-03-24,5148.7,76
P000001146,7,3,12,2023-06-06,8558.59,24
P000001147,24,3,10,2023-07-19,94.19,145
P000001148,13,5,19,2023-04-19,16223.83,87
P000001149,12,2,3,2023-07-19,2439.06,175
P000001150,1,6,10,2023-07-15,466.65,23
P000001151,25,4,21,2023-02-14,4044.24,18
P000001152,7,6,4,2023-05-18,17675.28,446
P000001153,9,3,12,2023-06-30,17280.98,58
P000001154,20,3,1,2023-02-06,5091.78,219
P000001155,20,3,10,2023-06-28,1657.2,49
P000001156,12,3,17,2023-05-16,305.79,189
P000001157,21,6,7,2023-05-26,3377.41,325
P000001158,11,2,6,2023-06-07,6188.62,157
P000001159,5,2,4,2023-05-27,10914.36,11
P000001160,19,3,8,2023-04-14,2342.07,12
P000001161,2,3,17,2023-10-08,21762.8,15
P000001162,22,2,1,2023-04-07,10539.54,398
P000001163,5,2,17,2023-08-07,6665.87,60
P000001164,4,5,18,2023-07-22,9605.11,98
P000001165,3,5,9,2023-02-03,13018,103
P000001166,3,1,6,2023-10-01,6046.4,10
P000001167,1,4,22,2023-11-03,3078.33,231
P000001168,20,4,18,2023-06-20,970.96,291
P000001169,2,1,17,2023-08-26,2064.71,208
P000001170,14,6,14,2023-07-13,679.94,34
P000001171,22,5,21,2023-11-02,1311.25,251
P000001172,12,5,16,2023-01-27,8692.64,184
P000001173,2,1,4,2023-01-31,4993.21,145
P000001174,22,5,22,2023-08-18,10898.19,24
P000001175,20,5,19,2023-06-30,15565.91,21
P000001176,24,3,12,2023-08-23,280.59,328
P000001177,7,4,15,2023-01-08,66.35,197
P000001178,14,4,5,2023-05-25,8766.45,10
P000001179,14,6,17,2023-10-01,4265.48,85
P000001180,18,3,2,2023-07-02,6087.53,113
P000001181,11,5,16,2023-12-05,11694.48,425
P000001182,23,3,21,2023-07-03,7616.38,392
P000001183,18,3,3,2023-05-04,7807.02,419
P000001184,20,6,8,2023-03-01,7990.91,343
P000001185,18,1,11,2023-03-24,6757.17,276
P000001186,23,2,19,2023-07-07,4409.21,10
P000001187,2,5,5,2023-07-26,722.25,255
P000001188,19,3,17,2023-07-07,1896.24,115
P000001189,11,6,1,2023-07-15,2966.83,65
P000001190,14,4,16,2023-01-04,51.29,100
P000001191,13,3,11,2023-06-20,1835.42,6
P000001192,21,1,12,2023-06-29,14592.11,509
P000001193,12,5,1,2023-06-15,1114.13,106
P000001194,16,5,5,2023-08-04,13051.75,193
P000001195,18,3,19,2023-03-14,5997.71,31
P000001196,20,5,12,2023-07-15,1588.28,352
P000001197,21,2,11,2023-04-19,5344.21,80
P000001198,12,5,4,2023-03-28,4646.91,317
P000001199,7,6,21,2023-04-03,8929.88,100
P000001200,11,4,2,2023-02-08,141.23,38
P000001201,16,1,21,2023-08-25,5068.99,45
P000001202,12,5,6,2023-02-25,8012.72,163
P000001203,21,2,16,2023-07-06,10587.71,134
P000001204,4,2,21,2023-12-04,2155.62,495
P000001205,25,2,21,2023-06-07,11010.43,103
P000001206,21,1,20,2023-01-19,6787.72,192
P000001207,23,3,12,2023-05-01,5715.07,90
